"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1987305303722107175","Sat Nov 08 23:44:41 +0000 2025","4","Program Makan Bergizi Gratis disiapkan dengan standar pelayanan yang terukur. Setiap penyedia layanan diverifikasi untuk memastikan makanan yang diberikan aman bergizi dan mendukung proses belajar yang optimal. #ProgramMBG #MakanBergiziGratis #MBG #IndonesiaSehat https://t.co/RofT4y7h1M","1987305303722107175","https://pbs.twimg.com/ext_tw_video_thumb/1987305243902943232/pu/img/fyZ2vFg4AvCnYFMF.jpg","","in","","0","2","3","https://x.com/undefined/status/1987305303722107175","542291956",
"1987305066907509065","Sat Nov 08 23:43:44 +0000 2025","4","Program Makan Bergizi Gratis disiapkan dengan standar pelayanan yang terukur. Setiap penyedia layanan diverifikasi untuk memastikan makanan yang diberikan aman bergizi dan mendukung proses belajar yang optimal. #ProgramMBG #MakanBergiziGratis #MBG #IndonesiaSehat https://t.co/05O76f2y2k","1987305066907509065","https://pbs.twimg.com/media/G5RTbS3acAAHZdN.jpg","","in","","0","3","3","https://x.com/undefined/status/1987305066907509065","542291956",
"1987305016735207832","Sat Nov 08 23:43:32 +0000 2025","4","Program Makan Bergizi Gratis disiapkan dengan standar pelayanan yang terukur. Setiap penyedia layanan diverifikasi untuk memastikan makanan yang diberikan aman bergizi dan mendukung proses belajar yang optimal. #ProgramMBG #MakanBergiziGratis #MBG #IndonesiaSehat https://t.co/lgvS2P7vOG","1987305016735207832","https://pbs.twimg.com/media/G5RTYYrbIAAhV2f.jpg","","in","","0","3","3","https://x.com/undefined/status/1987305016735207832","542291956",
"1987282364394074620","Sat Nov 08 22:13:32 +0000 2025","128","Program MBG Tidak Menggunakan Alat dan Bahan Impor #MakanBergiziGratis https://t.co/RhgZib6d3H","1987282364394074620","https://pbs.twimg.com/amplify_video_thumb/1987282326171361281/img/ZvsH_MVC57XNH0aH.jpg","","in","","0","96","121","https://x.com/undefined/status/1987282364394074620","2377352785",
"1987282341920932123","Sat Nov 08 22:13:26 +0000 2025","122","Pemenuhan Peralatan MBG Berbasis Produksi Lokal #MakanBergiziGratis https://t.co/qr24ogHhh7","1987282341920932123","https://pbs.twimg.com/media/G5Q-wMPbIAE2FPv.jpg","","in","","0","97","116","https://x.com/undefined/status/1987282341920932123","2377352785",
"1987245443118752131","Sat Nov 08 19:46:49 +0000 2025","0"," Generasi Sehat Masa Depan Cerah! Pemerintah terus berkomitmen memberikan akses gizi seimbang bagi anak-anak dan ibu hamil melalui Program Makan Bergizi Gratis (MBG). Ayo dukung bersama demi Indonesia yang lebih sehat! #MakanBergiziGratis #GenerasiSehat https://t.co/vOgnlFdVuf","1987245443118752131","https://pbs.twimg.com/media/G5QdL8VacAASX3D.jpg","","in","","0","0","0","https://x.com/undefined/status/1987245443118752131","1697437056723726336",
"1987245288751608298","Sat Nov 08 19:46:12 +0000 2025","0"," Generasi Sehat Masa Depan Cerah! Pemerintah terus berkomitmen memberikan akses gizi seimbang bagi anak-anak dan ibu hamil melalui Program Makan Bergizi Gratis (MBG). Ayo dukung bersama demi Indonesia yang lebih sehat! #MakanBergiziGratis #GenerasiSehat https://t.co/P4V906FDhm","1987245288751608298","https://pbs.twimg.com/media/G5QdCkebIAA-jdZ.jpg","","in","","0","0","0","https://x.com/undefined/status/1987245288751608298","1697437056723726336",
"1987245091220791475","Sat Nov 08 19:45:25 +0000 2025","0"," Generasi Sehat Masa Depan Cerah! Pemerintah terus berkomitmen memberikan akses gizi seimbang bagi anak-anak dan ibu hamil melalui Program Makan Bergizi Gratis (MBG). Ayo dukung bersama demi Indonesia yang lebih sehat! #MakanBergiziGratis #GenerasiSehat https://t.co/YpJfSr34PG","1987245091220791475","https://pbs.twimg.com/media/G5Qc2kbawAA9VgB.jpg","","in","","0","0","0","https://x.com/undefined/status/1987245091220791475","1697437056723726336",
"1987244854771130406","Sat Nov 08 19:44:29 +0000 2025","0"," Generasi Sehat Masa Depan Cerah! Pemerintah terus berkomitmen memberikan akses gizi seimbang bagi anak-anak dan ibu hamil melalui Program Makan Bergizi Gratis (MBG). Ayo dukung bersama demi Indonesia yang lebih sehat! #MakanBergiziGratis #GenerasiSehat https://t.co/qHWcGYNakq","1987244854771130406","https://pbs.twimg.com/media/G5QcpzkbwAA-joV.jpg","","in","","0","0","0","https://x.com/undefined/status/1987244854771130406","1697437056723726336",
"1987244644678443123","Sat Nov 08 19:43:39 +0000 2025","0"," Generasi Sehat Masa Depan Cerah! Pemerintah terus berkomitmen memberikan akses gizi seimbang bagi anak-anak dan ibu hamil melalui Program Makan Bergizi Gratis (MBG). Ayo dukung bersama demi Indonesia yang lebih sehat! #MakanBergiziGratis #GenerasiSehat https://t.co/U1rG3dOV9d","1987244644678443123","https://pbs.twimg.com/media/G5QcdjwbIAEZD4k.jpg","","in","","0","0","0","https://x.com/undefined/status/1987244644678443123","1697437056723726336",
"1987198587193991390","Sat Nov 08 16:40:38 +0000 2025","0","Juknis edisi baru kini mengatur batas penerima agar pelayanan lebih fokus dan efisien. #LanjutkanMBG #BGN #MakanBergiziGratis #UntukAnakBangsa https://t.co/Ugi5yDBA57","1987198587193991390","https://pbs.twimg.com/media/G5PylXLbIAQ0a9L.jpg","","in","","0","0","0","https://x.com/undefined/status/1987198587193991390","2791330209",
"1987198499038126508","Sat Nov 08 16:40:17 +0000 2025","0","Program MBG bukan sekadar soal gizi tapi juga membuka 1.000 lapangan kerja baru bagi masyarakat! #MakanBergiziGratis #GenerasiEmas https://t.co/KfqsYCjKSB","1987198499038126508","https://pbs.twimg.com/media/G5PygJ8aUAA0ZPj.jpg","","in","","0","0","0","https://x.com/undefined/status/1987198499038126508","2791330209",
"1987197379490291860","Sat Nov 08 16:35:50 +0000 2025","0","Yuk kita simak akuntan Kak @evaalfiat_ mengecek dan mencicipi menu MBG hari Jum'at 7 November 2025 ️ #mbg #makanbergizigratis #pidpolsekngunut #sppg #sppgpolrestulungagung https://t.co/CvGJyERQqu","1987197379490291860","https://pbs.twimg.com/ext_tw_video_thumb/1987195849173291010/pu/img/gTRNBv1bu-geAUC6.jpg","","in","","0","0","0","https://x.com/undefined/status/1987197379490291860","1440965262463823874",
"1987174807256105274","Sat Nov 08 15:06:08 +0000 2025","11","SOP kesehatan dan keamanan mutu MBG akan selalu di evaluasi dan diperbaiki untuk mencapai manfaat kepada masyarakat secara menyeluruh #mbg #makanbergizigratis #prabowo #astacita https://t.co/ODsBj1CJqe","1987174807256105274","https://pbs.twimg.com/media/G5Pc9LAbIAI6Isl.jpg","","in","","0","0","11","https://x.com/undefined/status/1987174807256105274","1801275139667226624",
"1987174731259519259","Sat Nov 08 15:05:50 +0000 2025","11","sop kesehatan dan keamanan mutu MBG akan selalu di evaluasi dan diperbaiki untuk mencapai manfaat kepada masyarakat secara menyeluruh #mbg #makanbergizigratis #prabowo #astacita https://t.co/7Q4lEzfcIt","1987174731259519259","https://pbs.twimg.com/media/G5Pc4wQbIAQCCRV.jpg","","in","","0","0","11","https://x.com/undefined/status/1987174731259519259","1801275139667226624",
"1987154461316555201","Sat Nov 08 13:45:17 +0000 2025","0","Selain memastikan hak pendidikan anak bangsa pemerintah juga memastikan asupan gizi terpenuhi melalui Program MBG di Sekolah Rakyat. #mbg #makanbergizigratis #sekolahrakyat #genz #indonesiamaju https://t.co/tAaOvofSzg","1987154461316555201","https://pbs.twimg.com/amplify_video_thumb/1987154370946113536/img/2ax7hoULzfO0OWDo.jpg","","in","","0","0","0","https://x.com/undefined/status/1987154461316555201","1218801815841468422",
"1987154298690805921","Sat Nov 08 13:44:39 +0000 2025","1","Selain memastikan hak pendidikan anak bangsa pemerintah juga memastikan asupan gizi terpenuhi melalui Program MBG di Sekolah Rakyat. #mbg #makanbergizigratis #sekolahrakyat #genz #indonesiamaju https://t.co/3GlGep9VgN","1987154298690805921","https://pbs.twimg.com/media/G5PKTQNbIAIvLoZ.jpg","","in","","0","0","0","https://x.com/undefined/status/1987154298690805921","1218801815841468422",
"1987154228205535348","Sat Nov 08 13:44:22 +0000 2025","1","Selain memastikan hak pendidikan anak bangsa pemerintah juga memastikan asupan gizi terpenuhi melalui Program MBG di Sekolah Rakyat. #mbg #makanbergizigratis #sekolahrakyat #genz #indonesiamaju https://t.co/AE419wpYYe","1987154228205535348","https://pbs.twimg.com/media/G5PKPJcbIAEeX1c.jpg","","in","","0","0","0","https://x.com/undefined/status/1987154228205535348","1218801815841468422",
"1987119056248557613","Sat Nov 08 11:24:36 +0000 2025","0","Setiap anak berhak tumbuh sehat dan cerdas! ️ #MakanBergiziGratis #AnakHebat","1987119056248557613","","","in","","0","0","0","https://x.com/undefined/status/1987119056248557613","1573146367283056641",
"1987119025684684896","Sat Nov 08 11:24:29 +0000 2025","0","Mari dukung makan bergizi gratis demi masa depan lebih baik! #MakanBergiziGratis #IndonesiaMaju","1987119025684684896","","","in","","0","0","0","https://x.com/undefined/status/1987119025684684896","1573146367283056641",
"1987118997658345841","Sat Nov 08 11:24:22 +0000 2025","0","Anak sehat bangsa kuat! Dukung makan bergizi gratis! #MakanBergiziGratis #UntukMasaDepan","1987118997658345841","","","in","","0","0","0","https://x.com/undefined/status/1987118997658345841","1573146367283056641",
"1987118960354230320","Sat Nov 08 11:24:13 +0000 2025","0","Makan bergizi gratis langkah nyata wujudkan generasi sehat! #MakanBergiziGratis #GenerasiSehat","1987118960354230320","","","in","","0","0","0","https://x.com/undefined/status/1987118960354230320","1573146367283056641",
"1987118893236953218","Sat Nov 08 11:23:57 +0000 2025","0","Bersama wujudkan Indonesia bebas gizi buruk! #MakanBergiziGratis #BangsaSehat https://t.co/o6Y67NEdtq","1987118893236953218","https://pbs.twimg.com/media/G5OqGkZbgAA7wvV.jpg","","in","","0","0","0","https://x.com/undefined/status/1987118893236953218","1573146367283056641",
"1987118827646427231","Sat Nov 08 11:23:42 +0000 2025","0","Bersama wujudkan Indonesia bebas gizi buruk! #MakanBergiziGratis #BangsaSehat https://t.co/oIDliolTYU","1987118827646427231","https://pbs.twimg.com/media/G5OqCwWaIAAV7k0.jpg","","in","","0","0","0","https://x.com/undefined/status/1987118827646427231","1573146367283056641",
"1987118780011716729","Sat Nov 08 11:23:30 +0000 2025","0","Makan bergizi hari ini investasi masa depan bangsa! #MakanBergiziGratis #CegahStunting https://t.co/zZCX57uYjy","1987118780011716729","https://pbs.twimg.com/media/G5Op_9ZbIAUl93U.jpg","","in","","1","0","0","https://x.com/undefined/status/1987118780011716729","1573146367283056641",
"1987118575577088120","Sat Nov 08 11:22:41 +0000 2025","0","Pemerintah hadir untuk kesejahteraan anak Indonesia! ️ #MakanBergiziGratis #UntukRakyat https://t.co/0btmqrS9J6","1987118575577088120","https://pbs.twimg.com/ext_tw_video_thumb/1987118532258414592/pu/img/wGc6JYiRqqYegFVR.jpg","","in","","1","0","0","https://x.com/undefined/status/1987118575577088120","1573146367283056641",
"1987118484908921118","Sat Nov 08 11:22:20 +0000 2025","0","Gizi seimbang untuk generasi emas Indonesia! #MakanBergiziGratis #GenerasiEmas https://t.co/EOI1wrKLUe","1987118484908921118","https://pbs.twimg.com/ext_tw_video_thumb/1987118460414140419/pu/img/VKH81Pe5NL5H0s79.jpg","","in","","1","0","0","https://x.com/undefined/status/1987118484908921118","1573146367283056641",
"1987118467737428224","Sat Nov 08 11:22:16 +0000 2025","0","Mari dukung makan bergizi gratis demi masa depan lebih baik! #MakanBergiziGratis #IndonesiaMaju https://t.co/JuOocmhPEd","1987118467737428224","https://pbs.twimg.com/ext_tw_video_thumb/1987118435344711680/pu/img/OUS_VRmjIbLf-0Dm.jpg","","in","","1","0","0","https://x.com/undefined/status/1987118467737428224","1573146367283056641",
"1987097335227424892","Sat Nov 08 09:58:17 +0000 2025","0","Gubernur Bali Wayan Koster menegaskan pentingnya pemanfaatan hasil pertanian dan pangan lokal Bali dalam mendukung pelaksanaan Program SPPG #WayanKoster #GubernurBali #BadanGiziNasional #SPPG #MakanBergiziGratis #Stunting https://t.co/fR4NA58J7f","1987097335227424892","","","in","","0","0","0","https://x.com/undefined/status/1987097335227424892","1293295315148140545",
"1987096835039896067","Sat Nov 08 09:56:36 +0000 2025","0","Penguatan pada sektor data pasokan Dan manjenen distribusi diperlukan dalam rangka meningkatkan implementasi MBG #MBG #makanbergizigratis https://t.co/3McaV0IM6P","1987096908188561471","https://pbs.twimg.com/media/G5OWGPrbQAA6I55.jpg","anita_kurnia667","in","","0","0","0","https://x.com/undefined/status/1987096908188561471","549889699",
